YEVMİYE DEFTERİ;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;
Dönem :;01/01/2025-31/12/2025;;;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000431 30/06 MERVE YAYLALI EĞİTİM VE DANIŞMANLIK;455,21;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.245,01;2.245,01
;;;;;
07412-----07412-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;1.515,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000432 30/06 BABAOĞLU BAYAR;1.515,00;;
600;YURTİÇİ SATIŞLAR;   ;;;1.515,00
600.00;KDV SİZ SATIŞLARI;   ;1.515,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000432 30/06 BABAOĞLU BAYAR;1.515,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.515,00;1.515,00
;;;;;
07413-----07413-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;1.162,77;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000433 30/06 BAŞKENT KASABI -AHMET YALÇIN YAĞLICA - SEMİH ARSLAN ADİ ORTAKLIĞI;1.162,77;;
391;HESAPLANAN KDV;   ;;;193,78
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000433 30/06 BAŞKENT KASABI -AHMET YALÇIN YAĞLICA - SEMİH ARSLAN ADİ ORTAKLIĞI;193,78;;
600;YURTİÇİ SATIŞLAR;   ;;;968,99
600.020;%20 KDV Lİ SATIŞLAR;   ;968,99;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000433 30/06 BAŞKENT KASABI -AHMET YALÇIN YAĞLICA - SEMİH ARSLAN ADİ ORTAKLIĞI;968,99;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.162,77;1.162,77
;;;;;
07414-----07414-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;643,25;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000434 30/06 AYŞE ŞAHİN;643,25;;
391;HESAPLANAN KDV;   ;;;27,84
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000434 30/06 AYŞE ŞAHİN;27,84;;
600;YURTİÇİ SATIŞLAR;   ;;;615,41
600.00;KDV SİZ SATIŞLARI;   ;337,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000434 30/06 AYŞE ŞAHİN;337,00;;
600.010;% 10 KDV Lİ SATIŞLAR;   ;278,41;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000434 30/06 AYŞE ŞAHİN;278,41;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;643,25;643,25
;;;;;
07415-----07415-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;133,50;
   120.432;YEKTA BLUE 4 RESIDANCE SİTE YÖNETİCİLİĞİ;FT OZA2025000000435 30/06 YEKTA BLUE 4 RESIDANCE SİTE YÖNETİCİLİĞİ;133,50;;
391;HESAPLANAN KDV;   ;;;22,25
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000435 30/06 YEKTA BLUE 4 RESIDANCE SİTE YÖNETİCİLİĞİ;22,25;;
600;YURTİÇİ SATIŞLAR;   ;;;111,25
600.020;%20 KDV Lİ SATIŞLAR;   ;111,25;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000435 30/06 YEKTA BLUE 4 RESIDANCE SİTE YÖNETİCİLİĞİ;111,25;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;133,50;133,50
;;;;;
07416-----07416-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;5.508,50;
   120.418;NURAY OKŞAR VE ORTAĞI - AKIL KÜPÜ KREŞ;FT OZA2025000000436 30/06 AKIL KÜPÜ KREŞ NURAY OKŞAR VE ORTAĞI;5.508,50;;
391;HESAPLANAN KDV;   ;;;918,07
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000436 30/06 AKIL KÜPÜ KREŞ NURAY OKŞAR VE ORTAĞI;918,07;;
600;YURTİÇİ SATIŞLAR;   ;;;4.590,43
600.020;%20 KDV Lİ SATIŞLAR;   ;4.590,43;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000436 30/06 AKIL KÜPÜ KREŞ NURAY OKŞAR VE ORTAĞI;4.590,43;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;5.508,50;5.508,50
;;;;;
07417-----07417-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;75.450,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000437 30/06 KURS MERKEZİ;75.450,00;;
600;YURTİÇİ SATIŞLAR;   ;;;75.450,00
600.00;KDV SİZ SATIŞLARI;   ;75.450,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000437 30/06 KURS MERKEZİ;75.450,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;75.450,00;75.450,00
;;;;;
07418-----07418-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;1.150,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000438 30/06 LALE ALDEMİR;1.150,00;;
600;YURTİÇİ SATIŞLAR;   ;;;1.150,00
600.00;KDV SİZ SATIŞLARI;   ;1.150,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000438 30/06 LALE ALDEMİR;1.150,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.150,00;1.150,00
;;;;;
07419-----07419-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;7.000,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000439 30/06 LALE ALDEMİR;7.000,00;;
600;YURTİÇİ SATIŞLAR;   ;;;7.000,00
600.00;KDV SİZ SATIŞLARI;   ;7.000,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000439 30/06 LALE ALDEMİR;7.000,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;7.000,00;7.000,00
;;;;;
07420-----07420-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;3.536,00;
   120.327;FİZMAT EĞİTİM HİZMETLERİ VE TİCARET LİMİTED ŞİRKETİ;FT OZA2025000000440 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;3.536,00;;
391;HESAPLANAN KDV;   ;;;489,07
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000440 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;5,11;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000440 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;483,96;;
600;YURTİÇİ SATIŞLAR;   ;;;3.046,93
600.00;KDV SİZ SATIŞLARI;   ;576,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000440 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;576,00;;
600.010;% 10 KDV Lİ SATIŞLAR;   ;51,14;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000440 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;51,14;;
600.020;%20 KDV Lİ SATIŞLAR;   ;2.419,79;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000440 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;2.419,79;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.536,00;3.536,00
;;;;;
07421-----07421-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;3.901,41;
   120.327;FİZMAT EĞİTİM HİZMETLERİ VE TİCARET LİMİTED ŞİRKETİ;FT OZA2025000000441 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;3.901,41;;
391;HESAPLANAN KDV;   ;;;650,26
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000441 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;650,26;;
600;YURTİÇİ SATIŞLAR;   ;;;3.251,15
600.020;%20 KDV Lİ SATIŞLAR;   ;3.251,15;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000441 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;3.251,15;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.901,41;3.901,41
;;;;;
07422-----07422-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;6.820,59;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000442 30/06 TURUNÇ ALANYA EĞİTİM HİZMETLERİ LİMİTED ŞİRKETİ;6.820,59;;
391;HESAPLANAN KDV;   ;;;1.053,03
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000442 30/06 TURUNÇ ALANYA EĞİTİM HİZMETLERİ LİMİTED ŞİRKETİ;100,51;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000442 30/06 TURUNÇ ALANYA EĞİTİM HİZMETLERİ LİMİTED ŞİRKETİ;952,52;;
600;YURTİÇİ SATIŞLAR;   ;;;5.767,56
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.005,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000442 30/06 TURUNÇ ALANYA EĞİTİM HİZMETLERİ LİMİTED ŞİRKETİ;1.005,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;4.762,56;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000442 30/06 TURUNÇ ALANYA EĞİTİM HİZMETLERİ LİMİTED ŞİRKETİ;4.762,56;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;6.820,59;6.820,59
;;;;;
07423-----07423-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;10.290,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000443 30/06 KİTAP KIRTASİYE;10.290,00;;
600;YURTİÇİ SATIŞLAR;   ;;;10.290,00
600.00;KDV SİZ SATIŞLARI;   ;10.290,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000443 30/06 KİTAP KIRTASİYE;10.290,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;10.290,00;10.290,00
;;;;;
07424-----07424-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;11.119,25;
   120.327;FİZMAT EĞİTİM HİZMETLERİ VE TİCARET LİMİTED ŞİRKETİ;FT OZA2025000000444 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;11.119,25;;
391;HESAPLANAN KDV;   ;;;1.835,03
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000444 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;21,82;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000444 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;1.813,21;;
600;YURTİÇİ SATIŞLAR;   ;;;9.284,22
600.010;% 10 KDV Lİ SATIŞLAR;   ;218,18;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000444 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;218,18;;
600.020;%20 KDV Lİ SATIŞLAR;   ;9.066,04;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000444 30/06 FİZMAT EĞİTİM HİZMETLERİ VE TİC.LTD.ŞTİ;9.066,04;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;11.119,25;11.119,25
;;;;;
07425-----07425-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;3.500,40;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000445 30/06 JÜLİDE AKÇA İLKÖĞRETİM OKULU OKUL AİLE BİRLİĞİ.;3.500,40;;
391;HESAPLANAN KDV;   ;;;583,40
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000445 30/06 JÜLİDE AKÇA İLKÖĞRETİM OKULU OKUL AİLE BİRLİĞİ.;583,40;;
600;YURTİÇİ SATIŞLAR;   ;;;2.917,00
600.020;%20 KDV Lİ SATIŞLAR;   ;2.917,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000445 30/06 JÜLİDE AKÇA İLKÖĞRETİM OKULU OKUL AİLE BİRLİĞİ.;2.917,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.500,40;3.500,40
;;;;;
07426-----07426-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;1.422,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000446 30/06 AFET EBRU DARICA VE GÜLDANE KARA ORTAKLIĞI -  MELTEM KREŞ GÜNDÜZ BAKIM EVİ;1.422,00;;
391;HESAPLANAN KDV;   ;;;237,00
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000446 30/06 AFET EBRU DARICA VE GÜLDANE KARA ORTAKLIĞI -  MELTEM KREŞ GÜNDÜZ BAKIM EVİ;237,00;;
600;YURTİÇİ SATIŞLAR;   ;;;1.185,00
600.020;%20 KDV Lİ SATIŞLAR;   ;1.185,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000446 30/06 AFET EBRU DARICA VE GÜLDANE KARA ORTAKLIĞI -  MELTEM KREŞ GÜNDÜZ BAKIM EVİ;1.185,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.422,00;1.422,00
;;;;;
07427-----07427-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;355,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000447 30/06 BARBAROS DEĞERMENCİ;355,00;;
391;HESAPLANAN KDV;   ;;;59,17
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000447 30/06 BARBAROS DEĞERMENCİ;59,17;;
600;YURTİÇİ SATIŞLAR;   ;;;295,83
600.020;%20 KDV Lİ SATIŞLAR;   ;295,83;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000447 30/06 BARBAROS DEĞERMENCİ;295,83;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;355,00;355,00
;;;;;
07428-----07428-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;8.999,10;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000448 30/06 DEĞİRMENDERE ORTAOKULU AİLE BİRLİĞİ;8.999,10;;
391;HESAPLANAN KDV;   ;;;818,10
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000448 30/06 DEĞİRMENDERE ORTAOKULU AİLE BİRLİĞİ;818,10;;
600;YURTİÇİ SATIŞLAR;   ;;;8.181,00
600.010;% 10 KDV Lİ SATIŞLAR;   ;8.181,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000448 30/06 DEĞİRMENDERE ORTAOKULU AİLE BİRLİĞİ;8.181,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;8.999,10;8.999,10
;;;;;
07429-----07429-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;898,51;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;898,51;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT CK22025000113561 30/06 CK AKDENİZ ELEKTRİK PERAKENDE SATIŞ ANONİM ŞİRKETİ;898,51;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;4.492,54;
760.19;FENERİUM GİDERLER;   ;4.492,54;;
   760.19.12;%20 KDV Lİ ELEKTRİK GİDERİ;FT CK22025000113561 30/06 CK AKDENİZ ELEKTRİK PERAKENDE SATIŞ ANONİM ŞİRKETİ;4.492,54;;
336;DİĞER ÇEŞİTLİ BORÇLAR;   ;;;5.391,05
   336.01;YAPIKREDİ WORLDCARD;FT CK22025000113561 30/06 CK AKDENİZ ELEKTRİK PERAKENDE SATIŞ ANONİM ŞİRKETİ;5.391,05;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;5.391,05;5.391,05
;;;;;
07430-----07430-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;33.809,15;
153.19;FENERİUM ALIŞLAR;   ;33.809,15;;
   153.19.10;%10 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002447 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;33.809,15;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;3.380,92;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;3.380,92;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002447 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;3.380,92;;
320;SATICILAR;   ;;;37.190,07
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT FD12025000002447 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;37.190,07;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;37.190,07;37.190,07
;;;;;
07431-----07431-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;48.426,70;
153.19;FENERİUM ALIŞLAR;   ;48.426,70;;
   153.19.10;%10 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002448 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;48.426,70;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;4.842,67;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;4.842,67;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002448 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;4.842,67;;
320;SATICILAR;   ;;;53.269,37
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT FD12025000002448 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;53.269,37;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;53.269,37;53.269,37
;;;;;
07432-----07432-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;5.565,00;
153.19;FENERİUM ALIŞLAR;   ;5.565,00;;
   153.19.20;% 20 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002449 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;5.565,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;1.113,00;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;1.113,00;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002449 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;1.113,00;;
320;SATICILAR;   ;;;6.678,00
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT FD12025000002449 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;6.678,00;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;6.678,00;6.678,00
;;;;;
07433-----07433-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;26.224,87;
153.19;FENERİUM ALIŞLAR;   ;26.224,87;;
   153.19.10;%10 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002450 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;26.224,87;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;2.622,49;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;2.622,49;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002450 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;2.622,49;;
320;SATICILAR;   ;;;28.847,36
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT FD12025000002450 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;28.847,36;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;28.847,36;28.847,36
;;;;;
07434-----07434-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;54.870,42;
153.19;FENERİUM ALIŞLAR;   ;54.870,42;;
   153.19.10;%10 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002576 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;54.870,42;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;5.487,04;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;5.487,04;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002576 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;5.487,04;;
320;SATICILAR;   ;;;60.357,46
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT FD12025000002576 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;60.357,46;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;60.357,46;60.357,46
;;;;;
07435-----07435-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;3.661,00;
153.19;FENERİUM ALIŞLAR;   ;3.661,00;;
   153.19.20;% 20 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002577 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;3.661,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;732,20;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;732,20;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002577 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;732,20;;
320;SATICILAR;   ;;;4.393,20
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT FD12025000002577 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;4.393,20;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;4.393,20;4.393,20
;;;;;
07436-----07436-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;104.787,01;
153.19;FENERİUM ALIŞLAR;   ;104.787,01;;
   153.19.10;%10 KDV Lİ MALZEME ALIŞLARI;FT FD12025000002637 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;104.787,01;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;10.478,70;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;10.478,70;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT FD12025000002637 30/06 FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;10.478,70;;
320;SATICILAR;   ;;;115.265,71
